spp,CommonName,Source,PrimerNote,Country,Site,lat_deg,lat_min,lat_sec,lon_deg,lon_min,lon_sec,CollectionYear,NumMarker,MarkerName,CrossSpp,n,Repeat,He,Hese,Notes
Chaetodon tricinctus,Three-striped Butterflyfish,Martin H. van der Meer et al. (2013) Ecology and Evolution; 3(6): 1653– 1666,0,Australia,NI: Norfolk Island,-29.018106,,,167.969907,,,,1,Ct2,0,17,4,0.507,,Used Google Maps and site name to find coordinates
Chaetodon tricinctus,Three-striped Butterflyfish,Martin H. van der Meer et al. (2013) Ecology and Evolution; 3(6): 1653– 1666,0,Australia,NI: Norfolk Island,-29.018106,,,167.969907,,,,1,Ct4,0,20,4,0.738,,Used Google Maps and site name to find coordinates
Chaetodon tricinctus,Three-striped Butterflyfish,Martin H. van der Meer et al. (2013) Ecology and Evolution; 3(6): 1653– 1666,0,Australia,NI: Norfolk Island,-29.018106,,,167.969907,,,,1,Ct5,0,21,4,0.592,,Used Google Maps and site name to find coordinates
Chaetodon tricinctus,Three-striped Butterflyfish,Martin H. van der Meer et al. (2013) Ecology and Evolution; 3(6): 1653– 1666,0,Australia,NI: Norfolk Island,-29.018106,,,167.969907,,,,1,Ct8,0,20,4,0.625,,Used Google Maps and site name to find coordinates
Chaetodon tricinctus,Three-striped Butterflyfish,Martin H. van der Meer et al. (2013) Ecology and Evolution; 3(6): 1653– 1666,0,Australia,NI: Norfolk Island,-29.018106,,,167.969907,,,,1,Ct9,0,21,4,0.604,,Used Google Maps and site name to find coordinates
Chaetodon tricinctus,Three-striped Butterflyfish,Martin H. van der Meer et al. (2013) Ecology and Evolution; 3(6): 1653– 1666,0,Australia,NI: Norfolk Island,-29.018106,,,167.969907,,,,1,Ct10,0,17,4,0.524,,Used Google Maps and site name to find coordinates
Chaetodon tricinctus,Three-striped Butterflyfish,Martin H. van der Meer et al. (2013) Ecology and Evolution; 3(6): 1653– 1666,0,Australia,NI: Norfolk Island,-29.018106,,,167.969907,,,,1,Ct11,0,20,4,0.756,,Used Google Maps and site name to find coordinates
Chaetodon tricinctus,Three-striped Butterflyfish,Martin H. van der Meer et al. (2013) Ecology and Evolution; 3(6): 1653– 1666,0,Australia,NI: Norfolk Island,-29.018106,,,167.969907,,,,1,Ct12,0,17,4,0.637,,Used Google Maps and site name to find coordinates
Chaetodon tricinctus,Three-striped Butterflyfish,Martin H. van der Meer et al. (2013) Ecology and Evolution; 3(6): 1653– 1666,0,Australia,NI: Norfolk Island,-29.018106,,,167.969907,,,,1,Ct14,0,20,4,0.735,,Used Google Maps and site name to find coordinates
Chaetodon tricinctus,Three-striped Butterflyfish,Martin H. van der Meer et al. (2013) Ecology and Evolution; 3(6): 1653– 1666,0,Australia,NI: Norfolk Island,-29.018106,,,167.969907,,,,1,Ct17,0,21,4,0.8,,Used Google Maps and site name to find coordinates
Chaetodon tricinctus,Three-striped Butterflyfish,Martin H. van der Meer et al. (2013) Ecology and Evolution; 3(6): 1653– 1666,0,Australia,NI: Norfolk Island,-29.018106,,,167.969907,,,,1,Ct18,0,20,4,0.646,,Used Google Maps and site name to find coordinates
Zearaja chilensis,Yellownose skate,Carolina Vargas-Caro et al. (2017) PLoS ONE 12(2): e0172255,0,Chile,SA: San Antonia,-33.580227,,,-71.729964,,,,1,Zch_MS15,0,154,4,0.587,,Used Google Maps and site name to find coordinates
Zearaja chilensis,Yellownose skate,Carolina Vargas-Caro et al. (2017) PLoS ONE 12(2): e0172255,0,Chile,VA: Valdivia,-39,52.5,,-73,24,,,1,Zch_MS15,0,154,4,0.602,,
Zearaja chilensis,Yellownose skate,Carolina Vargas-Caro et al. (2017) PLoS ONE 12(2): e0172255,0,Chile,PM: Puerto Montt,-41,28.4,,-72,56.4,,,1,Zch_MS15,0,154,4,0.639,,
Zearaja chilensis,Yellownose skate,Carolina Vargas-Caro et al. (2017) PLoS ONE 12(2): e0172255,0,Chile,AY: Arysen,-45.404867,,,-73.546376,,,,1,Zch_MS15,0,154,4,0.626,,Used Google Maps and site name to find coordinates
Zearaja chilensis,Yellownose skate,Carolina Vargas-Caro et al. (2017) PLoS ONE 12(2): e0172255,0,Chile,PA: Punta Arenas,-53,10.2,,-70,54.5,,,1,Zch_MS15,0,154,4,0.571,,
Thunnus thynnus,Atlantic bluefin tuna,A. Vella et al. (2016) J. Appl. Ichthyol. 32: 523–531,0,Turkey,Levantine Sea,36.04255,,,32.540584,,,,1,Tth21,0,67,4,0.496,,"Used Google Maps, site name, and map provided by the paper to find coordinates"
Thunnus thynnus,Atlantic bluefin tuna,A. Vella et al. (2016) J. Appl. Ichthyol. 32: 523–531,0,Turkey,Levantine Sea,36.04255,,,32.540584,,,,1,Tth8,0,67,4,0.793,,"Used Google Maps, site name, and map provided by the paper to find coordinates"
Thunnus thynnus,Atlantic bluefin tuna,A. Vella et al. (2016) J. Appl. Ichthyol. 32: 523–531,0,Turkey,Levantine Sea,36.04255,,,32.540584,,,,1,Tth7-16,0,67,4,0.872,,"Used Google Maps, site name, and map provided by the paper to find coordinates"
Thunnus thynnus,Atlantic bluefin tuna,A. Vella et al. (2016) J. Appl. Ichthyol. 32: 523–531,0,Malta,Pelagian Sea,36.134051,,,14.691761,,,,1,Tth21,0,83,4,0.468,,"Used Google Maps, site name, and map provided by the paper to find coordinates"
Thunnus thynnus,Atlantic bluefin tuna,A. Vella et al. (2016) J. Appl. Ichthyol. 32: 523–531,0,Malta,Pelagian Sea,36.134051,,,14.691761,,,,1,Tth8,0,83,4,0.791,,"Used Google Maps, site name, and map provided by the paper to find coordinates"
Thunnus thynnus,Atlantic bluefin tuna,A. Vella et al. (2016) J. Appl. Ichthyol. 32: 523–531,0,Malta,Pelagian Sea,36.134051,,,14.691761,,,,1,Tth7-16,0,83,4,0.86,,"Used Google Maps, site name, and map provided by the paper to find coordinates"
Thunnus thynnus,Atlantic bluefin tuna,A. Vella et al. (2016) J. Appl. Ichthyol. 32: 523–531,0,Spain,Strait of Gibralter,36.027478,,,-5.4864,,,,1,Tth21,0,43,4,0.426,,"Used Google Maps, site name, and map provided by the paper to find coordinates"
Thunnus thynnus,Atlantic bluefin tuna,A. Vella et al. (2016) J. Appl. Ichthyol. 32: 523–531,0,Spain,Strait of Gibralter,36.027478,,,-5.4864,,,,1,Tth8,0,43,4,0.792,,"Used Google Maps, site name, and map provided by the paper to find coordinates"
Thunnus thynnus,Atlantic bluefin tuna,A. Vella et al. (2016) J. Appl. Ichthyol. 32: 523–531,0,Spain,Strait of Gibralter,36.027478,,,-5.4864,,,,1,Tth7-16,0,43,4,0.872,,"Used Google Maps, site name, and map provided by the paper to find coordinates"
Thunnus thynnus,Atlantic bluefin tuna,Jordi Vinas et al. (2011) Rev Fish Biol Fisheries (2011) 21:527–541,0,,East Mediterranean,40.413365,,,26.734594,,,,1,Tth-5,0,48,4,0.508,,Used Google Maps and map provided by the paper to find coordinates
Thunnus thynnus,Atlantic bluefin tuna,Jordi Vinas et al. (2011) Rev Fish Biol Fisheries (2011) 21:527–541,0,,East Mediterranean,40.413365,,,26.734594,,,,1,Tth-7,0,48,4,0.87,,Used Google Maps and map provided by the paper to find coordinates
Thunnus thynnus,Atlantic bluefin tuna,Jordi Vinas et al. (2011) Rev Fish Biol Fisheries (2011) 21:527–541,0,,East Mediterranean,40.413365,,,26.734594,,,,1,Tth-8,0,48,4,0.79,,Used Google Maps and map provided by the paper to find coordinates
Thunnus thynnus,Atlantic bluefin tuna,Jordi Vinas et al. (2011) Rev Fish Biol Fisheries (2011) 21:527–541,0,,East Mediterranean,40.413365,,,26.734594,,,,1,Tth-10,0,48,4,0.487,,Used Google Maps and map provided by the paper to find coordinates
Thunnus thynnus,Atlantic bluefin tuna,Jordi Vinas et al. (2011) Rev Fish Biol Fisheries (2011) 21:527–541,0,,East Mediterranean,40.413365,,,26.734594,,,,1,Tth-21,0,48,4,0.539,,Used Google Maps and map provided by the paper to find coordinates
Thunnus thynnus,Atlantic bluefin tuna,Jordi Vinas et al. (2011) Rev Fish Biol Fisheries (2011) 21:527–541,0,,West Mediterranean,39.841869,,,2.366645,,,,1,Tth-5,0,47,4,0.544,,Used Google Maps and map provided by the paper to find coordinates
Thunnus thynnus,Atlantic bluefin tuna,Jordi Vinas et al. (2011) Rev Fish Biol Fisheries (2011) 21:527–541,0,,West Mediterranean,39.841869,,,2.366645,,,,1,Tth-7,0,47,4,0.878,,Used Google Maps and map provided by the paper to find coordinates
Thunnus thynnus,Atlantic bluefin tuna,Jordi Vinas et al. (2011) Rev Fish Biol Fisheries (2011) 21:527–541,0,,West Mediterranean,39.841869,,,2.366645,,,,1,Tth-8,0,47,4,0.78,,Used Google Maps and map provided by the paper to find coordinates
Thunnus thynnus,Atlantic bluefin tuna,Jordi Vinas et al. (2011) Rev Fish Biol Fisheries (2011) 21:527–541,0,,West Mediterranean,39.841869,,,2.366645,,,,1,Tth-10,0,47,4,0.467,,Used Google Maps and map provided by the paper to find coordinates
Thunnus thynnus,Atlantic bluefin tuna,Jordi Vinas et al. (2011) Rev Fish Biol Fisheries (2011) 21:527–541,0,,West Mediterranean,39.841869,,,2.366645,,,,1,Tth-21,0,47,4,0.466,,Used Google Maps and map provided by the paper to find coordinates
Hippocampus guttulatus,Long-snouted seahorse,L. C. Woodall et al. (2015) Conserv Genet 16:1139–1153,0,UK,PUK: Poole,50.719152,,,-1.994402,,,,1,Hgu12,0,15,4,0.19,,"Used Google Maps, site name, and map provided by the paper to find coordinates"
Hippocampus guttulatus,Long-snouted seahorse,L. C. Woodall et al. (2015) Conserv Genet 16:1139–1153,0,France,AFR: Arcachon,44.696193,,,-1.134308,,,,1,Hgu12,0,41,4,0.09,,"Used Google Maps, site name, and map provided by the paper to find coordinates"
Hippocampus guttulatus,Long-snouted seahorse,L. C. Woodall et al. (2015) Conserv Genet 16:1139–1153,0,Portugal,TPOa: Troia,38.469647,,,8.902527,,,,1,Hgu12,0,36,4,0.16,,"Used Google Maps, site name, and map provided by the paper to find coordinates"
Hippocampus guttulatus,Long-snouted seahorse,L. C. Woodall et al. (2015) Conserv Genet 16:1139–1153,0,Portugal,PPOa: Portimao,37.092597,,,-8.545285,,,,1,Hgu12,0,42,4,0.21,,"Used Google Maps, site name, and map provided by the paper to find coordinates"
Hippocampus guttulatus,Long-snouted seahorse,L. C. Woodall et al. (2015) Conserv Genet 16:1139–1153,0,Portugal,RPOa: Ria Formosa,37.018295,,,-8.003219,,,,1,Hgu12,0,50,4,0.24,,"Used Google Maps, site name, and map provided by the paper to find coordinates"
Hippocampus guttulatus,Long-snouted seahorse,L. C. Woodall et al. (2015) Conserv Genet 16:1139–1153,0,Spain,MSP: Malaga,36.711538,,,-4.400749,,,,1,Hgu12,0,19,4,0.2,,"Used Google Maps, site name, and map provided by the paper to find coordinates"
Hippocampus guttulatus,Long-snouted seahorse,L. C. Woodall et al. (2015) Conserv Genet 16:1139–1153,0,France,SFR: Sete,43.318064,,,4.952544,,,,1,Hgu12,0,24,4,0.19,,"Used Google Maps, site name, and map provided by the paper to find coordinates"
Hippocampus guttulatus,Long-snouted seahorse,L. C. Woodall et al. (2015) Conserv Genet 16:1139–1153,0,Greece,GRE (CGR: Chalkida and KGR: Kalamaki),38.516805,,,23.502157,,,,1,Hgu12,0,27,4,0.14,,"Used Google Maps, site name, and map provided by the paper to find coordinates"
Paralichthys olivaceus,Bastard halibut,XU Dongdong et al. (2012) Chinese Journal of Oceanology and Limnology 30(4): 604-610 ,0,China,Qingdao,36,9,,120,38,,,1,Po25A,0,50,4,0.719,,
Paralichthys olivaceus,Bastard halibut,XU Dongdong et al. (2012) Chinese Journal of Oceanology and Limnology 30(4): 604-610 ,0,China,Zhoushan,30,8,,122,30,,,1,Po25A,0,50,4,0.843,,
Notothenia rossii,Marbled rockcod,"Emma F. Young et al. (2015) Evol Appl, 8: 486-509",0,Antarctica,SS: South Shetland Islands,-62.0867,,,-59.654218,,,,1,Nro50,0,73,4,0.92,,"Used Google Maps, site name, and map provided by the paper to find coordinates"
Notothenia rossii,Marbled rockcod,"Emma F. Young et al. (2015) Evol Appl, 8: 486-509",0,Antarctica,EI: Elephant Island,-61.41,,,-54.95,,,,1,Nro50,0,29,4,0.92,,"Used Google Maps, site name, and map provided by the paper to find coordinates"
Notothenia rossii,Marbled rockcod,"Emma F. Young et al. (2015) Evol Appl, 8: 486-509",0,Antarctica,SO: South Orkney Islands,-60.43,,,-44.51,,,,1,Nro50,0,5,4,0.76,,"Used Google Maps, site name, and map provided by the paper to find coordinates"
Notothenia rossii,Marbled rockcod,"Emma F. Young et al. (2015) Evol Appl, 8: 486-509",0,Antarctica,SG: South Georgia,-52.96,,,-40.33,,,,1,Nro50,0,77,4,0.92,,"Used Google Maps, site name, and map provided by the paper to find coordinates"
Clupea pallasii,Pacific herring,Wildes et al. (2011) Fish. Bull. 109:382–393,0,USA,3: Berners Bay 09,58,39.3,,-134,58.5,,2009,1,Cha1017,0,148,4,0.58,,
Clupea pallasii,Pacific herring,Wildes et al. (2011) Fish. Bull. 109:382–393,0,USA,3: Berners Bay 09,58,39.3,,-134,58.5,,2009,1,Cpa4,0,144,4,0.9,,
Clupea pallasii,Pacific herring,Wildes et al. (2011) Fish. Bull. 109:382–393,0,USA,3: Berners Bay 09,58,39.3,,-134,58.5,,2009,1,Cpa6,0,145,4,0.74,,
Clupea pallasii,Pacific herring,Wildes et al. (2011) Fish. Bull. 109:382–393,0,USA,3: Berners Bay 09,58,39.3,,-134,58.5,,2009,1,Cpa27,0,147,4,0.83,,
Clupea pallasii,Pacific herring,Wildes et al. (2011) Fish. Bull. 109:382–393,0,USA,3: Berners Bay 09,58,39.3,,-134,58.5,,2009,1,Cpa103,0,147,4,0.88,,
Clupea pallasii,Pacific herring,Wildes et al. (2011) Fish. Bull. 109:382–393,0,USA,3: Berners Bay 09,58,39.3,,-134,58.5,,2009,1,Cpa108,0,141,4,0.73,,
Clupea pallasii,Pacific herring,Wildes et al. (2011) Fish. Bull. 109:382–393,0,USA,3: Berners Bay 09,58,39.3,,-134,58.5,,2009,1,Cpa111,0,141,4,0.92,,
Clupea pallasii,Pacific herring,Wildes et al. (2011) Fish. Bull. 109:382–393,0,USA,3: Berners Bay 09,58,39.3,,-134,58.5,,2009,1,Cpa112,0,137,4,0.95,,
Clupea pallasii,Pacific herring,Wildes et al. (2011) Fish. Bull. 109:382–393,0,USA,3: Berners Bay 09,58,39.3,,-134,58.5,,2009,1,Cpa113,0,148,4,0.92,,
Clupea pallasii,Pacific herring,Wildes et al. (2011) Fish. Bull. 109:382–393,0,USA,3: Berners Bay 09,58,39.3,,-134,58.5,,2009,1,Cpa114,0,147,4,0.89,,
Clupea pallasii,Pacific herring,Wildes et al. (2011) Fish. Bull. 109:382–393,0,USA,6: Lynn Canal 08b,58,29.6,,-134,49.2,,2008,1,Cha1017,0,96,4,0.58,,
Clupea pallasii,Pacific herring,Wildes et al. (2011) Fish. Bull. 109:382–393,0,USA,6: Lynn Canal 08b,58,29.6,,-134,49.2,,2008,1,Cpa4,0,95,4,0.9,,
Clupea pallasii,Pacific herring,Wildes et al. (2011) Fish. Bull. 109:382–393,0,USA,6: Lynn Canal 08b,58,29.6,,-134,49.2,,2008,1,Cpa6,0,98,4,0.8,,
Clupea pallasii,Pacific herring,Wildes et al. (2011) Fish. Bull. 109:382–393,0,USA,6: Lynn Canal 08b,58,29.6,,-134,49.2,,2008,1,Cpa27,0,97,4,0.79,,
Clupea pallasii,Pacific herring,Wildes et al. (2011) Fish. Bull. 109:382–393,0,USA,6: Lynn Canal 08b,58,29.6,,-134,49.2,,2008,1,Cpa103,0,98,4,0.88,,
Clupea pallasii,Pacific herring,Wildes et al. (2011) Fish. Bull. 109:382–393,0,USA,6: Lynn Canal 08b,58,29.6,,-134,49.2,,2008,1,Cpa108,0,92,4,0.71,,
Clupea pallasii,Pacific herring,Wildes et al. (2011) Fish. Bull. 109:382–393,0,USA,6: Lynn Canal 08b,58,29.6,,-134,49.2,,2008,1,Cpa111,0,94,4,0.93,,
Clupea pallasii,Pacific herring,Wildes et al. (2011) Fish. Bull. 109:382–393,0,USA,6: Lynn Canal 08b,58,29.6,,-134,49.2,,2008,1,Cpa112,0,94,4,0.95,,
Clupea pallasii,Pacific herring,Wildes et al. (2011) Fish. Bull. 109:382–393,0,USA,6: Lynn Canal 08b,58,29.6,,-134,49.2,,2008,1,Cpa113,0,86,4,0.92,,
Clupea pallasii,Pacific herring,Wildes et al. (2011) Fish. Bull. 109:382–393,0,USA,6: Lynn Canal 08b,58,29.6,,-134,49.2,,2008,1,Cpa114,0,97,4,0.9,,
Clupea pallasii,Pacific herring,Wildes et al. (2011) Fish. Bull. 109:382–393,0,USA,7: Hobart Bay 07,57,27.6,,-133,21.1,,2008,1,Cha1017,0,128,4,0.55,,
Clupea pallasii,Pacific herring,Wildes et al. (2011) Fish. Bull. 109:382–393,0,USA,7: Hobart Bay 07,57,27.6,,-133,21.1,,2008,1,Cpa4,0,128,4,0.91,,
Clupea pallasii,Pacific herring,Wildes et al. (2011) Fish. Bull. 109:382–393,0,USA,7: Hobart Bay 07,57,27.6,,-133,21.1,,2008,1,Cpa6,0,123,4,0.76,,
Clupea pallasii,Pacific herring,Wildes et al. (2011) Fish. Bull. 109:382–393,0,USA,7: Hobart Bay 07,57,27.6,,-133,21.1,,2008,1,Cpa27,0,119,4,0.76,,
Clupea pallasii,Pacific herring,Wildes et al. (2011) Fish. Bull. 109:382–393,0,USA,7: Hobart Bay 07,57,27.6,,-133,21.1,,2008,1,Cpa103,0,127,4,0.89,,
Clupea pallasii,Pacific herring,Wildes et al. (2011) Fish. Bull. 109:382–393,0,USA,7: Hobart Bay 07,57,27.6,,-133,21.1,,2008,1,Cpa108,0,126,4,0.74,,
Clupea pallasii,Pacific herring,Wildes et al. (2011) Fish. Bull. 109:382–393,0,USA,7: Hobart Bay 07,57,27.6,,-133,21.1,,2008,1,Cpa111,0,124,4,0.93,,
Clupea pallasii,Pacific herring,Wildes et al. (2011) Fish. Bull. 109:382–393,0,USA,7: Hobart Bay 07,57,27.6,,-133,21.1,,2008,1,Cpa112,0,118,4,0.95,,
Clupea pallasii,Pacific herring,Wildes et al. (2011) Fish. Bull. 109:382–393,0,USA,7: Hobart Bay 07,57,27.6,,-133,21.1,,2008,1,Cpa113,0,126,4,0.92,,
Clupea pallasii,Pacific herring,Wildes et al. (2011) Fish. Bull. 109:382–393,0,USA,7: Hobart Bay 07,57,27.6,,-133,21.1,,2008,1,Cpa114,0,128,4,0.88,,
Clupea pallasii,Pacific herring,Wildes et al. (2011) Fish. Bull. 109:382–393,0,USA,8: Hoonah Sound 08,57,36.6,,-135,21.5,,2008,1,Cha1017,0,100,4,0.58,,
Clupea pallasii,Pacific herring,Wildes et al. (2011) Fish. Bull. 109:382–393,0,USA,8: Hoonah Sound 08,57,36.6,,-135,21.5,,2008,1,Cpa4,0,98,4,0.9,,
Clupea pallasii,Pacific herring,Wildes et al. (2011) Fish. Bull. 109:382–393,0,USA,8: Hoonah Sound 08,57,36.6,,-135,21.5,,2008,1,Cpa6,0,99,4,0.74,,
Clupea pallasii,Pacific herring,Wildes et al. (2011) Fish. Bull. 109:382–393,0,USA,8: Hoonah Sound 08,57,36.6,,-135,21.5,,2008,1,Cpa27,0,97,4,0.83,,
Clupea pallasii,Pacific herring,Wildes et al. (2011) Fish. Bull. 109:382–393,0,USA,8: Hoonah Sound 08,57,36.6,,-135,21.5,,2008,1,Cpa103,0,100,4,0.89,,
Clupea pallasii,Pacific herring,Wildes et al. (2011) Fish. Bull. 109:382–393,0,USA,8: Hoonah Sound 08,57,36.6,,-135,21.5,,2008,1,Cpa108,0,99,4,0.75,,
Clupea pallasii,Pacific herring,Wildes et al. (2011) Fish. Bull. 109:382–393,0,USA,8: Hoonah Sound 08,57,36.6,,-135,21.5,,2008,1,Cpa111,0,88,4,0.92,,
Clupea pallasii,Pacific herring,Wildes et al. (2011) Fish. Bull. 109:382–393,0,USA,8: Hoonah Sound 08,57,36.6,,-135,21.5,,2008,1,Cpa112,0,97,4,0.95,,
Clupea pallasii,Pacific herring,Wildes et al. (2011) Fish. Bull. 109:382–393,0,USA,8: Hoonah Sound 08,57,36.6,,-135,21.5,,2008,1,Cpa113,0,100,4,0.92,,
Clupea pallasii,Pacific herring,Wildes et al. (2011) Fish. Bull. 109:382–393,0,USA,8: Hoonah Sound 08,57,36.6,,-135,21.5,,2008,1,Cpa114,0,99,4,0.88,,
Clupea pallasii,Pacific herring,Wildes et al. (2011) Fish. Bull. 109:382–393,0,USA,10: Sitka Sound 08,57,8.9,,-135,28.7,,2008,1,Cha1017,0,131,4,0.54,,
Clupea pallasii,Pacific herring,Wildes et al. (2011) Fish. Bull. 109:382–393,0,USA,10: Sitka Sound 08,57,8.9,,-135,28.7,,2008,1,Cpa4,0,129,4,0.92,,
Clupea pallasii,Pacific herring,Wildes et al. (2011) Fish. Bull. 109:382–393,0,USA,10: Sitka Sound 08,57,8.9,,-135,28.7,,2008,1,Cpa6,0,126,4,0.72,,
