"","spp","CommonName","Source","Country","Site","lat","lon","stockid","CollectionYear","MarkerName","n","bp","He","Hese","Pi","Pise","file","maxlength"
"1854","Sphyrna lewini","Scalloped hammerhead","Duncan et al. 2006","Panama","Pac Panama",8.4,-79.729431,NA,"2002","control region",8,"548",0.75,0.0491,0.0019,0.000566,"mtdna101",430
"1855","Sphyrna lewini","Scalloped hammerhead","Duncan et al. 2006","Seychelles","Seychelles",-4.7,55.30939,NA,"2002","control region",12,"548",0.17,0.0387,0.0012,0.000318,"mtdna101",430
"1856","Sphyrna lewini","Scalloped hammerhead","Duncan et al. 2006","South Africa","South Africa",-29,16.101197,NA,"2002","control region",25,"548",0.42,0.0234,0.0046,0.00058,"mtdna101",430
"1857","Sphyrna lewini","Scalloped hammerhead","Duncan et al. 2006","USA","Hawaii",20.3,-155.110722,NA,"2002","control region",44,"548",0.09,0.0089,2e-04,4.5e-05,"mtdna101",430
"1858","Sphyrna lewini","Scalloped hammerhead","Nance et. al 2011 PLoS One 6(7):1-12","Bolivia","LAP",24.2,-110.4,NA,"2008","control region",17,"548",0.4412,NA,8e-04,NA,"mtdna101",430
"1859","Sphyrna lewini","Scalloped hammerhead","Nance et. al 2011 PLoS One 6(7):1-12","Costa Rica","TAR",9.8,-84.8,NA,"2008","control region",20,"548",0.6158,NA,0.0013,NA,"mtdna101",430
"1860","Sphyrna lewini","Scalloped hammerhead","Nance et. al 2011 PLoS One 6(7):1-12","Ecuador","MAN",-1.1,-84.95,NA,"2008","control region",20,"548",0.5263,NA,0.001,NA,"mtdna101",430
"1861","Sphyrna lewini","Scalloped hammerhead","Nance et. al 2011 PLoS One 6(7):1-12","Mexico","MAZ",23.2,-106.4,NA,"2008","control region",22,"548",0.4156,NA,8e-04,NA,"mtdna101",430
"1862","Sphyrna lewini","Scalloped hammerhead","Nance et. al 2011 PLoS One 6(7):1-12","Panama","CEB",7.55,-81,NA,"2008","control region",18,"548",0.5686,NA,0.0012,NA,"mtdna101",430
"1863","Sphyrna lewini","Scalloped hammerhead","Nance et. al 2011 PLoS One 6(7):1-12","Panama","GPA",7.01,-78.19,NA,"2008","control region",7,"548",0.5714,NA,0.001,NA,"mtdna101",430
"1864","Sphyrna lewini","Scalloped hammerhead","Nance et. al 2011 PLoS One 6(7):1-12","Panama","SCA",7.56,-81.3,NA,"2008","control region",22,"548",0.5974,NA,0.0013,NA,"mtdna101",430
"1865","Sphyrna lewini","Scalloped hammerhead","Ovenden et. al 2011 Marine Biology 158:1497-1509","Australia","Brisbane",-27.59,153.6,NA,"","ND4",42,"873",0.4111,0.014010744,0.001249,0.000143502,"mtdna101",430
"1866","Sphyrna lewini","Scalloped hammerhead","Ovenden et. al 2011 Marine Biology 158:1497-1509","Australia","Far North",-13.84,144.92,NA,"","ND4",47,"873",0.4098,0.012909052,0.001064,0.000120922,"mtdna101",430
"1867","Sphyrna lewini","Scalloped hammerhead","Ovenden et. al 2011 Marine Biology 158:1497-1509","Australia","Mackay",-20.79,149.04,NA,"","ND4",20,"873",0.1947,0.025602978,0.000458,0.000110685,"mtdna101",430
"1868","Sphyrna lewini","Scalloped hammerhead","Ovenden et. al 2011 Marine Biology 158:1497-1509","Australia","Northern New South Wales",-30.02,153.36,NA,"","ND4",43,"873",0.3012,0.01389262,0.000581,8.51e-05,"mtdna101",430
"1869","Sphyrna lewini","Scalloped hammerhead","Ovenden et. al 2011 Marine Biology 158:1497-1509","Australia","Townsville",-18.78,146.6,NA,"","ND4",49,"873",0.2313,0.0114,0.000372,6.06e-05,"mtdna101",430
"1870","Sphyrna lewini","Scalloped hammerhead","Ovenden et. al 2011 Marine Biology 158:1497-1509","Indonesia","Kedonganan",-9.03,115.1,NA,"","ND4",33,"873",0.4886,0.016032552,0.00712,0.000671766,"mtdna101",430
"1871","Sprattus sprattus","European sprat","Limborg et al. 2012 Heredity 109:96-107","Atlantic Ocean","Bay of Biscay",47.18,-3.16,NA,"2006","control region",30,"530",0.984,0.00292,NA,NA,"mtdna101",16
"1872","Sprattus sprattus","European sprat","Limborg et al. 2012 Heredity 109:96-107","Baltic-North Sea","North Sea",55.4,6.46,"SPRATNS","2005","control region",30,"530",0.989,0.00237,NA,NA,"mtdna101",16
"1873","Sprattus sprattus","European sprat","Limborg et al. 2012 Heredity 109:96-107","Baltic Sea","Eastern Baltic ",55.07,18.44,"SPRAT22-32","2006","control region",30,"530",0.945,NA,NA,NA,"mtdna101",16
"1874","Sprattus sprattus","European sprat","Limborg et al. 2012 Heredity 109:96-107","Mediterranian Sea","Adriatic Sea",45.36,13.34,NA,"2005","control region",30,"530",0.784,0.0142,NA,NA,"mtdna101",16
"1875","Sprattus sprattus","European sprat","Limborg et al. 2012 Heredity 109:96-107","Mediterranian Sea","Bosporus",41.12,29.07,NA,"2006","control region",30,"530",0.954,0.00493,NA,NA,"mtdna101",16
"1876","Sprattus sprattus","European sprat","Limborg et al. 2012 Heredity 109:96-107","Mediterranian Sea","Gulf of Lion",43.27,3.49,NA,"2006","control region",30,"530",0.894,0.00822,NA,NA,"mtdna101",16
"1877","Sprattus sprattus","European sprat","Debes et. al 2008 Molecular Ecology 17:3873-3888","Denmark","NO",55.667,6.777,NA,"2005","control region",30,"530",0.989,0.002373464,0.0095,0.000967643,"mtdna101",16
"1878","Sprattus sprattus","European sprat","Debes et. al 2008 Molecular Ecology 17:3873-3888","France","BI ",47.309,-3.267,NA,"2006","control region",30,"530",0.984,0.002921187,0.0095,0.000967643,"mtdna101",16
"1879","Sprattus sprattus","European sprat","Debes et. al 2008 Molecular Ecology 17:3873-3888","France","LI",43.267,3.818,NA,"2006","control region",30,"530",0.894,0.008215838,0.0044,0.000511208,"mtdna101",16
"1880","Sprattus sprattus","European sprat","Debes et. al 2008 Molecular Ecology 17:3873-3888","Italy","AD",45.603,13.563,NA,"2005","control region",30,"530",0.784,0.014240787,0.0089,0.000912871,"mtdna101",16
"1881","Sprattus sprattus","European sprat","Debes et. al 2008 Molecular Ecology 17:3873-3888","Poland","BA",55.083,18.747,NA,"2006","control region",30,"530",0.945,0.006024948,0.0094,0.000949386,"mtdna101",16
"1882","Sprattus sprattus","European sprat","Debes et. al 2008 Molecular Ecology 17:3873-3888","Turkey","BO",41.201,29.119,NA,"2006","control region",30,"530",0.954,0.004929503,0.0147,0.001424079,"mtdna101",16
"1883","Squalus blainville","Longnose spurdog","Vella, Vella & Schembri (2017) Marine Genomics 36:17-23","","Malta",35.951019,14.361835,NA,"2003-2017","cytochrome c oxidase subunit I",13,"610",0.795,0.085,0.0025,0.0018,"mtdna103",100
"1884","Squalus blainville","Longnose spurdog","Vella, Vella & Schembri (2017) Marine Genomics 36:17-23","","Malta",35.951019,14.361835,NA,"2003-2017","ND2",13,"990",0.894,0.077,0.0024,0.0016,"mtdna103",100
"1885","Stenobrachius leucopsarus","Northern lampfish","Kojima et. al 2009 Journal of Oceanography 65:187-193","Pacific Ocean","B1",56.5,180,NA,"","cytb",20,"621",0.98,NA,0.00923,NA,"mtdna101",13
"1886","Stenobrachius leucopsarus","Northern lampfish","Kojima et. al 2009 Journal of Oceanography 65:187-193","Pacific Ocean","E1",55,-149,NA,"","cytb",14,"621",0.99,NA,0.00979,NA,"mtdna101",13
"1887","Stenobrachius leucopsarus","Northern lampfish","Kojima et. al 2009 Journal of Oceanography 65:187-193","Pacific Ocean","E2",54,-150,NA,"","cytb",14,"621",0.97,NA,0.00987,NA,"mtdna101",13
"1888","Stenobrachius leucopsarus","Northern lampfish","Kojima et. al 2009 Journal of Oceanography 65:187-193","Pacific Ocean","W2",42.79,146.9,NA,"","cytb",20,"621",0.96,NA,0.00739,NA,"mtdna101",13
"1889","Stenobrachius leucopsarus","Northern lampfish","Kojima et. al 2009 Journal of Oceanography 65:187-193","Pacific Ocean","W3",48,165,NA,"","cytb",17,"621",0.97,NA,0.00933,NA,"mtdna101",13
"1890","Stenobrachius leucopsarus","Northern lampfish","Kojima et. al 2009 Journal of Oceanography 65:187-193","Pacific Ocean","W5",48,177,NA,"","cytb",20,"621",0.98,NA,0.00821,NA,"mtdna101",13
"1891","Stenobrachius nannochir","Garnet lanternfish","Kojima et. al 2009 Journal of Oceanography 65:187-193","Bering Sea","B1",56.5,180,NA,"","cytb",20,"621",0.99,NA,0.01359,NA,"mtdna101",11
"1892","Stenobrachius nannochir","Garnet lanternfish","Kojima et. al 2009 Journal of Oceanography 65:187-193","Pacific Ocean","E4",50,-138,NA,"","cytb",18,"621",1,NA,0.01421,NA,"mtdna101",11
"1893","Stenobrachius nannochir","Garnet lanternfish","Kojima et. al 2009 Journal of Oceanography 65:187-193","Pacific Ocean","E5",45,-139,NA,"","cytb",20,"621",0.98,NA,0.01365,NA,"mtdna101",11
"1894","Stenobrachius nannochir","Garnet lanternfish","Kojima et. al 2009 Journal of Oceanography 65:187-193","Pacific Ocean","W1",40,145,NA,"","cytb",20,"621",0.99,NA,0.01459,NA,"mtdna101",11
"1895","Stenobrachius nannochir","Garnet lanternfish","Kojima et. al 2009 Journal of Oceanography 65:187-193","Pacific Ocean","W3",48,165,NA,"","cytb",20,"621",0.98,NA,0.01285,NA,"mtdna101",11
"1896","Stenobrachius nannochir","Garnet lanternfish","Kojima et. al 2009 Journal of Oceanography 65:187-193","Pacific Ocean","W5",48,177,NA,"","cytb",20,"621",0.98,NA,0.01021,NA,"mtdna101",11
"1897","Syngnathus leptorhynchus","Bay pipefish","Wilson 2006","USA","Newport",44.645,-124.268105,NA,"2003","control region",20,"465",0.7263,0.0205,0.003,0.000492,"mtdna101",32.5
"1898","Syngnathus leptorhynchus","Bay pipefish","Wilson 2006","USA","Padilla Bay",48.557,-122.547414,NA,"2003","control region",20,"465",0.5211,0.0301,0.0014,0.000291,"mtdna101",32.5
"1899","Syngnathus leptorhynchus","Bay pipefish","Wilson 2006","USA","San Diego",32.639,-117.666497,NA,"2003","control region",20,"465",0.5789,0.0278,0.0056,0.000783,"mtdna101",32.5
"1900","Syngnathus leptorhynchus","Bay pipefish","Wilson 2006","USA","Sitka, Alaska",57.374,-136.36006,NA,"2003","control region",20,"465",0.2684,0.0253,0.00062,0.000179,"mtdna101",32.5
"1901","Takifugu rubripes","Japanese pufferfish","Reza et. al 2011 Fish Science 77:59-67","Japan","TrG",34.13,129.5,NA,"2003","control region",50,"561",0.9641,0.001414214,0.0133,0.001131371,"mtdna101",80
"1902","Takifugu rubripes","Japanese pufferfish","Reza et. al 2011 Fish Science 77:59-67","Japan","TrS",33.85,131.15,NA,"2008","control region",50,"561",0.9984,0.000565685,0.0291,0.00271529,"mtdna101",80
"1903","Thalassoma bifasciatum","Bluehead","Haney Silliman Rand 2007","Bahamas","San Salvador",24.046,-74.625414,NA,"","control region",39,"380",0.982,NA,0.019,NA,"mtdna101",25
"1904","Thalassoma bifasciatum","Bluehead","Haney Silliman Rand 2007","St Croix","Butler Bay",17.751731,-64.903122,NA,"","control region",49,"380",0.993,NA,0.02,NA,"mtdna101",25
"1905","Thalassoma bifasciatum","Bluehead","Haney Silliman Rand 2007","St Croix","Grapetree Bay",17.7392,-64.591807,NA,"","control region",51,"380",0.987,NA,0.019,NA,"mtdna101",25
"1906","Thalassoma bifasciatum","Bluehead","Haney Silliman Rand 2007","St Croix","Jack Bay",17.743845,-64.580931,NA,"","control region",47,"380",0.989,NA,0.021,NA,"mtdna101",25
"1907","Thalassoma bifasciatum","Bluehead","Haney Silliman Rand 2007","St Croix","Northstar Bay",17.764,-64.837104,NA,"","control region",51,"380",0.981,NA,0.018,NA,"mtdna101",25
"1908","Thamnaconus hypargyreus","Lesser-spotted leatherjacket","Li et al. 2016 Mitochondrial DNA 27:798-805","China","Beibu Bay",21.05,109.166666666667,NA,"2012","control region",21,"636",0.9286,NA,0.0105,NA,"mtdna102",17.8
"1909","Thamnaconus hypargyreus","Lesser-spotted leatherjacket","Li et al. 2016 Mitochondrial DNA 27:798-805","China","East Guangdong",22.8666666666667,117.083333333333,NA,"2013","control region",34,"636",0.975,NA,0.0108,NA,"mtdna102",17.8
"1910","Thamnaconus hypargyreus","Lesser-spotted leatherjacket","Li et al. 2016 Mitochondrial DNA 27:798-805","China","Nansha Islands",5.41666666666667,109.566666666667,NA,"2013","control region",34,"636",0.918,NA,0.0075,NA,"mtdna102",17.8
"1911","Thamnaconus hypargyreus","Lesser-spotted leatherjacket","Li et al. 2016 Mitochondrial DNA 27:798-805","China","Pearl River Estuary",21.6166666666667,113.616666666667,NA,"2013","control region",35,"636",0.9597,NA,0.0116,NA,"mtdna102",17.8
"1912","Thamnaconus hypargyreus","Lesser-spotted leatherjacket","Li et al. 2016 Mitochondrial DNA 27:798-805","China","West Guangdong",21.0833333333333,111.083333333333,NA,"2013","control region",34,"636",0.918,NA,0.0069,NA,"mtdna102",17.8
"1913","Thunnus albacares","Yellowfin tuna","Dammannagoda et. al 2008 Fisheries Research 90:147-157","Sri Lanka","KK",8.33333333333333,79.2,"YFINEIO","2002","ATPase 6, 8",51,"498",0.722,NA,0.002,NA,"mtdna101",239
"1914","Thunnus albacares","Yellowfin tuna","Dammannagoda et. al 2008 Fisheries Research 90:147-157","Sri Lanka","KR",6.28333333333333,82.3833333333333,"YFINEIO","2001","ATPase 6, 8",52,"498",0.721,NA,0.002,NA,"mtdna101",239
"1915","Thunnus albacares","Yellowfin tuna","Dammannagoda et. al 2008 Fisheries Research 90:147-157","Sri Lanka","MD",4.33333333333333,73.15,"YFINEIO","2003","ATPase 6, 8",42,"498",0.507,NA,0.001,NA,"mtdna101",239
"1916","Thunnus albacares","Yellowfin tuna","Dammannagoda et. al 2008 Fisheries Research 90:147-157","Sri Lanka","NE",6.95,79.3,"YFINEIO","2003","ATPase 6, 8",27,"498",0.595,NA,0.002,NA,"mtdna101",239
"1917","Thunnus albacares","Yellowfin tuna","Dammannagoda et. al 2008 Fisheries Research 90:147-157","Sri Lanka","TA",5.7,81.2333333333333,"YFINEIO","2003","ATPase 6, 8",17,"498",0.117,NA,0,NA,"mtdna101",239
"1918","Thunnus albacares","Yellowfin tuna","Dammannagoda et. al 2008 Fisheries Research 90:147-157","Sri Lanka","TR",8.96666666666667,81.85,"YFINEIO","2004","ATPase 6, 8",39,"498",0.317,NA,0.001,NA,"mtdna101",239
"1919","Thunnus albacares","Yellowfin tuna","Dammannagoda et. al 2008 Fisheries Research 90:147-157","Sri Lanka","WE",5.56666666666667,80.3,"YFINEIO","2003","ATPase 6, 8",19,"498",0.521,NA,0.002,NA,"mtdna101",239
"1920","Thunnus albacares","Yellowfin tuna","Kunal et al. 2013 Conserv. Genet. 14:205-213","India","Agatti",10.5,72.12,NA,"2008","D-loop",23,"500",1,NA,NA,NA,"mtdna102",239
"1921","Thunnus albacares","Yellowfin tuna","Kunal et al. 2013 Conserv. Genet. 14:205-213","India","Kochi",9.58,76.16,NA,"2008","D-loop",48,"500",0.9991,NA,NA,NA,"mtdna102",239
"1922","Thunnus albacares","Yellowfin tuna","Kunal et al. 2013 Conserv. Genet. 14:205-213","India","Pondicherry",11.927044,79.853967,NA,"2008","D-loop",50,"500",0.9984,NA,NA,NA,"mtdna102",239
"1923","Thunnus albacares","Yellowfin tuna","Kunal et al. 2013 Conserv. Genet. 14:205-213","India","Port-Blair",11.4,92.46,NA,"2008","D-loop",50,"500",0.9991,NA,NA,NA,"mtdna102",239
"1924","Thunnus albacares","Yellowfin tuna","Kunal et al. 2013 Conserv. Genet. 14:205-213","India","Tuticorin",8.49,78.08,NA,"2009","D-loop",50,"500",0.9992,NA,NA,NA,"mtdna102",239
"1925","Thunnus albacares","Yellowfin tuna","Kunal et al. 2013 Conserv. Genet. 14:205-213","India","Veraval",20.54,70.22,NA,"2007","D-loop",50,"500",0.9984,NA,NA,NA,"mtdna102",239
"1926","Thunnus albacares","Yellowfin tuna","Kunal et al. 2013 Conserv. Genet. 14:205-213","India","Vizag",17.42,83.15,NA,"2009","D-loop",50,"500",0.9967,NA,NA,NA,"mtdna102",239
"1927","Thunnus obesus","Bigeye tuna","Wu et al. 2014 Fish. Sci. 80:415-426","Pacific","Central-western Pacific",4.5,168.5,NA,"2009","cytb",24,"686",0.793,NA,0.0026,NA,"mtdna102",250
"1928","Torpedo marmorata","Marbled electric ray","Vella, Vella & Schembri (2017) Marine Genomics 36:17-23","","Malta",35.951019,14.361835,NA,"2003-2017","ND2",6,"990",0.867,0.129,0.0051,0.0033,"mtdna103",100
"1929","Torpedo marmorata","Marbled electric ray","Vella, Vella & Schembri (2017) Marine Genomics 36:17-23","","Malta",35.951019,14.361835,NA,"2003-2017","cytochrome c oxidase subunit I",6,"610",0.733,0.155,0.0025,0.002,"mtdna103",100
"1930","Totoaba macdonaldi","Totoaba","Valenzuela-QuiÒonez et al. 2016 Journal of Heredity 107:496-503","Mexico","BahÌa de Lobos",27.936053,-110.517565,NA,"2005-2013","16S, COI, CR",15,"1816",0.981,0.008004,0.00394,8e-05,"mtdna102",200
"1931","Totoaba macdonaldi","Totoaba","Valenzuela-QuiÒonez et al. 2016 Journal of Heredity 107:496-503","Mexico","Core Zone",31.483661,-114.627975,NA,"2005-2013","16S, COI, CR",12,"1816",1,0.009815,0.0037,0.000153,"mtdna102",200
"1932","Totoaba macdonaldi","Totoaba","Valenzuela-QuiÒonez et al. 2016 Journal of Heredity 107:496-503","Mexico","Desemboque",29.322968,-112.505276,NA,"2005-2013","16S, COI, CR",4,"1816",1,0.0885,0.00424,0.000445,"mtdna102",200
"1933","Totoaba macdonaldi","Totoaba","Valenzuela-QuiÒonez et al. 2016 Journal of Heredity 107:496-503","Mexico","San Luis Gonzaga",29.854438,-114.332984,NA,"2005-2013","16S, COI, CR",8,"1816",1,0.022274,0.00383,0.000209,"mtdna102",200
"1934","Trachurus mediterraneus","Mediterraneus horse mackerel","Bektas and Belduz 2008 Journal of Fish Biology 73:1228-1248","Turkey","AS",38.46,26.89,NA,"2005","control region",10,"862",0.978,0.025930677,0.00985,0.000186574,"mtdna101",60
"1935","Trachurus mediterraneus","Mediterraneus horse mackerel","Bektas and Belduz 2008 Journal of Fish Biology 73:1228-1248","Turkey","MS1",40.99,28.85,NA,"2005","control region",10,"862",0.978,0.02118726,0.00786,0.00018025,"mtdna101",60
"1936","Trachurus mediterraneus","Mediterraneus horse mackerel","Bektas and Belduz 2008 Journal of Fish Biology 73:1228-1248","Turkey","MS2",40.2,26.43,NA,"2005","control region",10,"862",1,0,0.00838,0.000148627,"mtdna101",60
"1937","Trachurus mediterraneus","Mediterraneus horse mackerel","Bektas and Belduz 2008 Journal of Fish Biology 73:1228-1248","Turkey","NMS1",36.86,30.69,NA,"2005","control region",6,"862",1,0,0.007,0.000342929,"mtdna101",60
"1938","Trachurus mediterraneus","Mediterraneus horse mackerel","Bektas and Belduz 2008 Journal of Fish Biology 73:1228-1248","Turkey","NMS2",36.64,36.13,NA,"2005","control region",10,"862",0.978,0.015811388,0.00866,0.000199223,"mtdna101",60
"1939","Trachurus murphyi","Chilean jack mackerel","Cardenas et al. 2009 Fisheries Research 100:109-115","Chile","Iquique",-20.0855555555556,-70.0188888888889,"CHTRACCH","2002","control region",30,"772",0.36,NA,7e-04,NA,"mtdna101",70
"1940","Trachurus murphyi","Chilean jack mackerel","Cardenas et al. 2009 Fisheries Research 100:109-115","Chile","Talcahuano",-39.0522222222222,-75.0186111111111,"CHTRACCH","2002","control region",35,"772",0.22,NA,4e-04,NA,"mtdna101",70
"1941","Trachurus murphyi","Chilean jack mackerel","Cardenas et al. 2009 Fisheries Research 100:109-115","New Zealand","New Zealand",-37.0180555555556,178.116666666667,NA,"2002","control region",26,"772",0.15,NA,2e-04,NA,"mtdna101",70
"1942","Trachurus murphyi","Chilean jack mackerel","Cardenas et al. 2009 Fisheries Research 100:109-115","Ocean","Open Ocean",-32.05,-91.0333333333333,NA,"2006","control region",52,"772",0.41,NA,7e-04,NA,"mtdna101",70
"1943","Trachurus murphyi","Chilean jack mackerel","Cardenas et al. 2009 Fisheries Research 100:109-115","USA","San Antonio",-33.583333,-71.616667,NA,"2002","control region",30,"772",0.51,NA,8e-04,NA,"mtdna101",70
"1944","Trachurus picturatus","Blue jack mackerel","Bektas and Belduz 2008 Journal of Fish Biology 73:1228-1248","Turkey","AS",38.46,26.89,NA,"2005","control region",18,"862",0.98,0.01673486,0.00673,0.000108423,"mtdna101",60
"1945","Trachurus picturatus","Blue jack mackerel","Bektas and Belduz 2008 Journal of Fish Biology 73:1228-1248","Turkey","NMS1",36.86,30.69,NA,"2005","control region",20,"862",0.974,0.014087228,0.00652,0.000172177,"mtdna101",60
"1946","Trachurus trachurus","Atlantic horse mackerel","Bektas and Belduz 2008 Journal of Fish Biology 73:1228-1248","Turkey","AS",38.46,26.89,NA,"2005","control region",12,"862",0.909,0.010969655,0.00327,0.000251147,"mtdna101",70
"1947","Trachurus trachurus","Atlantic horse mackerel","Bektas and Belduz 2008 Journal of Fish Biology 73:1228-1248","Turkey","MS1",40.99,28.85,NA,"2005","control region",12,"862",0.955,0.015877132,0.00339,0.000199186,"mtdna101",70
"1948","Trachurus trachurus","Atlantic horse mackerel","Bektas and Belduz 2008 Journal of Fish Biology 73:1228-1248","Turkey","MS2",40.2,26.43,NA,"2005","control region",12,"862",0.97,0.017609183,0.00476,0.000167432,"mtdna101",70
