spp,CommonName,Source,Country,Site,lat_deg,lat_min,lat_sec,lon_deg,lon_min,lon_sec,CollectionYear,MarkerName,n,bp,He,Hese,Pi,Pise
Macrodon ancylodon,King weakfish,Santos et al. 2006,Brazil,Espirito Santo,-19.27,,,-39.324875,,,,cytochrome b,17,789,0.515,,0.001,
Macrodon ancylodon,King weakfish,Santos et al. 2006,Brazil,Sao Paulo,-24.026,,,-44.881442,,,,cytochrome b,12,789,0.909,,0.0027,
Macrodon ancylodon,King weakfish,Santos et al. 2006,Brazil,Parana,-25.899,,,-48.176975,,,,cytochrome b,11,789,0.782,,0.0016,
Macrodon ancylodon,King weakfish,Santos et al. 2006,Brazil,Santa Catarina,-26.893,,,-48.078328,,,,cytochrome b,9,789,0.806,,0.0025,
Macrodon ancylodon,King weakfish,Santos et al. 2006,Brazil,Rio Grande do Sul,-30.827,,,-49.439139,,,,cytochrome b,8,789,0.607,,0.0021,
Macrodon ancylodon,King weakfish,Santos et al. 2006,Argentina,Argentina,-35.604,,,-56.466452,,,,cytochrome b,11,789,0.673,,0.0014,
Euthynnus affinis,Kawakawa,Santos et. al Philippine Journal of Science 2010 139(1):43-50,Phillipines,AC,18.4,,,121.6,,,1998,control region (D-loop),7,300,0.67,0.060474316,0.0124,
Euthynnus affinis,Kawakawa,Santos et. al Philippine Journal of Science 2010 139(1):43-50,Phillipines,M,10.1,,,118.5,,,1997,control region (D-loop),6,300,0.8,0.073484692,0.0213,
Euthynnus affinis,Kawakawa,Santos et. al Philippine Journal of Science 2010 139(1):43-50,Phillipines,OC,8.55,,,124.6,,,1997,control region (D-loop),8,300,0.89,0.038890873,0.0261,
Euthynnus affinis,Kawakawa,Santos et. al Philippine Journal of Science 2010 139(1):43-50,Phillipines,TS,5.4,,,119.9,,,1997,control region (D-loop),7,300,0.86,0.052915026,0.0214,
Euthynnus affinis,Kawakawa,Santos et. al Philippine Journal of Science 2010 139(1):43-50,Phillipines,DG,6.74,,,125.6,,,1997,control region (D-loop),7,300,1,0.030237158,0.0419,
Euthynnus affinis,Kawakawa,Santos et. al Philippine Journal of Science 2010 139(1):43-50,Malaysia,PM,4.23,,,100.52,,,1999,control region (D-loop),10,300,0.93,0.025298221,0.0517,
Scomber scombrus,Atlantic mackerel,Scoles Collette Graves 1998,USA,"Boston, Massachusetts",42.383603,,,-70.771923,,,,cytochrome b,20,418,0.85,,0.0029,
Scomber scombrus,Atlantic mackerel,Scoles Collette Graves 1998,UK,Plymouth,50.298778,,,-4.161889,,,,cytochrome b,20,418,0.28,,0.0007,
Scomber australasicus,Blue mackerel,Scoles Collette Graves 1998,Egypt,"Sinai Peninsula south, Red Sea",27.563168,,,34.379549,,,,cytochrome b,15,418,0.95,,0.0041,
Scomber australasicus,Blue mackerel,Scoles Collette Graves 1998,New Zealand,Wellington,-41.38721,,,174.626555,,,,cytochrome b,19,418,0.75,,0.0077,
Scomber australasicus,Blue mackerel,Scoles Collette Graves 1998,Japan,Tokyo,34.870767,,,139.723738,,,,cytochrome b,21,418,0.81,,0.003,
Scomber australasicus,Blue mackerel,Scoles Collette Graves 1998,Mexico,Revillagigedo Islands,18.629368,,,-112.940962,,,,cytochrome b,20,418,0.59,,0.0013,
Scomber japonicus,Chub mackerel,Scoles Collette Graves 1998,USA,"Panama City, Florida",30.092861,,,-85.776139,,,,cytochrome b,20,418,0.93,,0.004,
Scomber japonicus,Chub mackerel,Scoles Collette Graves 1998,Argentina,Mar del Plata,-38.133567,,,-56.805339,,,,cytochrome b,18,418,0.9,,0.005,
Scomber japonicus,Chub mackerel,Scoles Collette Graves 1998,Israel,Meditteranean coast of Israel,32.22256,,,34.432112,,,,cytochrome b,20,418,0.9,,0.0038,
Scomber japonicus,Chub mackerel,Scoles Collette Graves 1998,Cote d'Ivoire,"Abidjan, Ivory Coast",4.877991,,,-3.982036,,,,cytochrome b,20,418,0.91,,0.0039,
Scomber japonicus,Chub mackerel,Scoles Collette Graves 1998,South African,Cape Town,-34.299859,,,17.839052,,,,cytochrome b,20,418,0.81,,0.0038,
Scomber japonicus,Chub mackerel,Scoles Collette Graves 1998,Taiwan,Kaoshing,22.571694,,,120.028764,,,,cytochrome b,20,418,0.86,,0.0029,
Scomber japonicus,Chub mackerel,Scoles Collette Graves 1998,Japan,Tokyo,34.870767,,,139.723738,,,,cytochrome b,20,418,0.88,,0.0035,
Scomber japonicus,Chub mackerel,Scoles Collette Graves 1998,USA,San Diego,32.741236,,,-117.496875,,,,cytochrome b,20,418,0.64,,0.0014,
Verasper variegatus,Spotted halibut,Sekino et. al 2011 Conservation Genetics 12:139-159,Japan,SRK,38.8,,,141.65,,,2007,control region,163,729,0.55,,0.0012,
Verasper variegatus,Spotted halibut,Sekino et. al 2011 Conservation Genetics 12:139-159,Japan,SDB,38.2,,,141.18,,,2007,control region,36,729,0.66,,0.0016,
Verasper variegatus,Spotted halibut,Sekino et. al 2011 Conservation Genetics 12:139-159,Japan,FKS,37.5,,,141.1,,,2007,control region,96,729,0.56,,0.0015,
Verasper variegatus,Spotted halibut,Sekino et. al 2011 Conservation Genetics 12:139-159,Japan,ISB,34.8,,,136.7,,,2008,control region,18,729,0.72,,0.023,
Verasper variegatus,Spotted halibut,Sekino et. al 2011 Conservation Genetics 12:139-159,Japan,SIS,33.5,,,131.9,,,2002,control region,50,729,0.23,,0.003,
Verasper variegatus,Spotted halibut,Sekino et. al 2011 Conservation Genetics 12:139-159,Japan,TBB,32.6,,,130.06,,,2009,control region,131,729,0.12,,0.002,
Verasper variegatus,Spotted halibut,Sekino et. al 2011 Conservation Genetics 12:139-159,China,CYS,37.8,,,122.7,,,2005,control region,26,729,0.29,,0.005,
Paralichthys olivaceus,Bastard halibut,Shigenobu et. al 2007 Fisheries Science 73:1104-1112,Japan,HKD,43.2,,,140.4,,,2003/2005,ND2 and ND5,55,2871,0.9987,0.000512392,0.008,0.000525876
Paralichthys olivaceus,Bastard halibut,Shigenobu et. al 2007 Fisheries Science 73:1104-1112,Japan,AKT,40,,,139.9,,,2003,ND2 and ND5,45,2871,0.999,0.000745356,0.0084,0.000626099
Paralichthys olivaceus,Bastard halibut,Shigenobu et. al 2007 Fisheries Science 73:1104-1112,Japan,MYG,37.2,,,141,,,2003,ND2 and ND5,39,2871,0.998,0.000208167,0.008,0.0006245
Paralichthys olivaceus,Bastard halibut,Shigenobu et. al 2007 Fisheries Science 73:1104-1112,Japan,CHB,35.8,,,140.8,,,2003,ND2 and ND5,74,2871,0.9979,0.000116248,0.0083,0.000476615
Paralichthys olivaceus,Bastard halibut,Shigenobu et. al 2007 Fisheries Science 73:1104-1112,Japan,FKI,35.600444,,,135.352528,,,2003,ND2 and ND5,126,2871,0.9933,0.000712697,0.0083,0.000374166
Paralichthys olivaceus,Bastard halibut,Shigenobu et. al 2007 Fisheries Science 73:1104-1112,Japan,TTR,35.4,,,133.7,,,2003/2004,ND2 and ND5,165,2871,0.9981,0.000210195,0.0083,0.000319185
Paralichthys olivaceus,Bastard halibut,Shigenobu et. al 2007 Fisheries Science 73:1104-1112,Japan,EHM,34,,,133.1,,,2003/2004,ND2 and ND5,112,2871,0.9968,0.000179533,0.0079,0.000368515
Paralichthys olivaceus,Bastard halibut,Shigenobu et. al 2007 Fisheries Science 73:1104-1112,Japan,NGS,32.7,,,129.5,,,2005,ND2 and ND5,42,2871,0.9988,0.000848668,0.0085,0.000648074
Paralichthys olivaceus,Bastard halibut,Shigenobu et. al 2007 Fisheries Science 73:1104-1112,Japan,KGS,31.731742,,,129.986771,,,2004,ND2 and ND5,64,2871,0.996,0.000525,0.0082,0.0005
Scomberomorus niphonius,Japanese Spanish mackerel ,Shui et. al 2009 Fish Science 75:593-600,China,DY,37.6,,,119.3,,,2007,control region,19,504,1,0.003923009,0.0213,0.002592398
Scomberomorus niphonius,Japanese Spanish mackerel ,Shui et. al 2009 Fish Science 75:593-600,China,WH,37.1,,,122.9,,,2007,control region,18,504,0.9935,0.004949747,0.0295,0.003653385
Scomberomorus niphonius,Japanese Spanish mackerel ,Shui et. al 2009 Fish Science 75:593-600,China,GY,34.9,,,119.7,,,2007,control region,17,504,0.9779,0.007591365,0.0252,0.003249977
Scomberomorus niphonius,Japanese Spanish mackerel ,Shui et. al 2009 Fish Science 75:593-600,South Korea,CH ,33,,,126.4,,,2008,control region,9,504,1,0.017466667,0.0176,0.003366667
Scomberomorus niphonius,Japanese Spanish mackerel ,Shui et. al 2009 Fish Science 75:593-600,Japan,NA,32.4,,,128.8,,,2008,control region,22,504,1,0.00292085,0.0232,0.002601049
Scomberomorus niphonius,Japanese Spanish mackerel ,Shui et. al 2009 Fish Science 75:593-600,China,NB,28.9,,,22.3,,,2007,control region,18,504,0.9935,0.004949747,0.0249,0.00311127
Scomberomorus niphonius,Japanese Spanish mackerel ,Shui et. al 2009 Fish Science 75:593-600,China,ZS,30.1,,,122.4,,,2007,control region,17,504,0.9779,0.006475701,0.023,0.002983188
Scomberomorus niphonius,Japanese Spanish mackerel ,Shui et. al 2009 Fish Science 75:593-600,China,WZ,27.7,,,121,,,2008,control region,14,504,1,0.007216054,0.0242,0.003501122
Sebastes emphaeus,Puget Sound Rockfish,Sotka et al. 2005 Marine Biotechnology 7:223-230,USA,Friday Harbor,48.553,,,-123,0,3,2003,transfer RNA Pro and D-loop loci,28,395,,,0.012,
Sebastes emphaeus,Puget Sound Rockfish,Sotka et al. 2005 Marine Biotechnology 7:223-230,USA,Pt. George,48.559,,,-122,5,9,2003,transfer RNA Pro and D-loop loci,32,395,,,0.008,
Sebastes emphaeus,Puget Sound Rockfish,Sotka et al. 2005 Marine Biotechnology 7:223-230,USA,Shaw Island,48.591,,,-122,9,5,2003,transfer RNA Pro and D-loop loci,25,395,,,0.01,
Sebastes emphaeus,Puget Sound Rockfish,Sotka et al. 2005 Marine Biotechnology 7:223-230,USA,Westside,48.485,,,-123,0,5,2003,transfer RNA Pro and D-loop loci,19,395,,,0.012,
Sebastes emphaeus,Puget Sound Rockfish,Sotka et al. 2005 Marine Biotechnology 7:223-230,USA,Seattle,47.699,,,-122,3,3,2003,transfer RNA Pro and D-loop loci,23,395,,,0.012,
Microstomus pacificus,Dover sole,Stepien 1999,USA,"Seward, Bering Sea, Alaska",58.573926,,,-149.248033,,,,control region,17,471,1,,0.015,
Microstomus pacificus,Dover sole,Stepien 1999,USA,"Cape Mendocino, Northern California",40,,,-124,,,,control region,19,471,0.98,,0.011,
Hippocampus kuda,Spotted seahorse,Teske et al. 2005,Malaysia,"Pulai Estuary, Johor, Peninsular Malaysia",1.933,,,103,7,8,,Control region,35,380,0.86,,0.0037,
Hippocampus kuda,Spotted seahorse,Teske et al. 2005,Philippines,"Tayabas Bay, Quezon",13.861,,,121,7,5,,Control region,35,380,0.68,,0.0025,
Hippocampus kuda,Spotted seahorse,Teske et al. 2005,Southeastern India,Tamil Nadu,11.695,,,80,2,7,,Control region,24,380,0.84,,0.0063,
Chrysoblephus laticeps,Roman seabream,Teske et. al 2010 Marine Biology 157:2029-2042,South Africa,False Bay,-34,5,69,18,58,33,,control region  ,27,549,1,0.001924501,0.007,0.0007698
Chrysoblephus laticeps,Roman seabream,Teske et. al 2010 Marine Biology 157:2029-2042,South Africa,Struis Bay,-34,47,46,20,4,19,,control region  ,16,549,1,0.005,0.005,0.00075
Chrysoblephus laticeps,Roman seabream,Teske et. al 2010 Marine Biology 157:2029-2042,South Africa,Alphard Banks,-35,2,0,20,51,60,,control region  ,9,549,1,0.016666667,0.006,0.001333333
Chrysoblephus laticeps,Roman seabream,Teske et. al 2010 Marine Biology 157:2029-2042,South Africa,Plettenberg Bay,-34,0,72,23,49,20,,control region  ,17,549,1,0.004850713,0.011,0.001455214
Chrysoblephus laticeps,Roman seabream,Teske et. al 2010 Marine Biology 157:2029-2042,South Africa,Tsitsikamma NP,-34,1,76,23,55,38,,control region  ,33,549,1,0.001740777,0.008,0.000696311
Chrysoblephus laticeps,Roman seabream,Teske et. al 2010 Marine Biology 157:2029-2042,South Africa,Bird Island MPA,33,50,0,26,18,0,,control region  ,21,549,1,0.004364358,0.006,0.000872872
Chrysoblephus laticeps,Roman seabream,Teske et. al 2010 Marine Biology 157:2029-2042,South Africa,Port Alfred,33,36,15,26,54,12,,control region  ,20,549,1,0.004472136,0.013,0.001565248
Anoplopoma fimbria,Sablefish,Tripp-Valdez et. al 2012 Journal of Applied Ichthyology 28:516-523,USA,BS,56,5,4.6,-173,2,5.13,,COI,15,353,0.467,0.038213436,0.00146,0.000136845
Anoplopoma fimbria,Sablefish,Tripp-Valdez et. al 2012 Journal of Applied Ichthyology 28:516-523,USA,GA,54,2,9.4,-134,0,0.66,,COI,14,353,0.758,0.031002304,0.0027,0.000160357
Anoplopoma fimbria,Sablefish,Tripp-Valdez et. al 2012 Journal of Applied Ichthyology 28:516-523,USA,OR,45,50,8,-124,48,6,,COI,13,353,0.5,0.037719613,0.0015,0.00011094
Anoplopoma fimbria,Sablefish,Tripp-Valdez et. al 2012 Journal of Applied Ichthyology 28:516-523,Mexico,SQ,30,26,30,-116,25,51,,COI,15,353,0.371,0.03950443,0.0015,0.000180739
Scomber australasicus,Blue mackerel,Tzeng 2007 Zoological Studies 46(6):656-663,Taiwan,ECS,26,,,123,,,2003,control region,33,866,0.991,0.001914854,0.0073,8.70E-05
Scomber australasicus,Blue mackerel,Tzeng 2007 Zoological Studies 46(6):656-663,Taiwan,ILAN,24.8,,,122,,,2003,control region,31,866,0.994,0.001975658,0.0075,8.98E-05
Scomber australasicus,Blue mackerel,Tzeng 2007 Zoological Studies 46(6):656-663,Taiwan,TT,22.8,,,121.5,,,2003,control region,31,866,0.994,0.001975658,0.0068,0.000107763
Scomber australasicus,Blue mackerel,Tzeng 2007 Zoological Studies 46(6):656-663,Taiwan,LY,22.4,,,119.9,,,2003,control region,31,866,0.996,0.016164477,0.0061,0.000107763
Scomber australasicus,Blue mackerel,Tzeng 2007 Zoological Studies 46(6):656-663,Taiwan,SCS,21,,,118,,,2003,control region,31,866,0.998,0.016164477,0.0069,0.000107763
Scomber japonicus,Chub mackerel,Tzeng et. al 2007 Journal of the Fisheries Society of Taiwan 34(3):237-245,Taiwan,PJ,25.5,,,122.5,,,,control region,30,865,0.956,0.004929503,0.0106,9.13E-05
Scomber japonicus,Chub mackerel,Tzeng et. al 2007 Journal of the Fisheries Society of Taiwan 34(3):237-245,Taiwan,TTR,23,,,121.5,,,,control region,30,865,0.97,0.003286335,0.0103,9.13E-05
Scomber japonicus,Chub mackerel,Tzeng et. al 2007 Journal of the Fisheries Society of Taiwan 34(3):237-245,Taiwan,LY,22.2,,,120.2,,,,control region,30,865,0.975,0.003103761,0.0104,0.000127802
Scomber japonicus,Chub mackerel,Tzeng et. al 2007 Journal of the Fisheries Society of Taiwan 34(3):237-245,Portugal,POR,42.5,,,-8.9,,,,control region,10,865,1,0.014230249,0.0111,9.49E-05
Hoplostethus atlanticus ,Orange roughy,Varela et. al 2012 Marine Biology 159:1049-1060,New Zealand,Northern New Zealand,-33.39,,,172.05,,,,COI,41,630,0.926,0.004372865,0.0043,5.62E-05
Hoplostethus atlanticus ,Orange roughy,Varela et. al 2012 Marine Biology 159:1049-1060,New Zealand,Ritchie Bank,-39.58,,,178.77,,,,COI,40,630,0.931,0.004110961,0.00466,6.17E-05
Hoplostethus atlanticus ,Orange roughy,Varela et. al 2012 Marine Biology 159:1049-1060,New Zealand,Chatham Rise,-44.34,,,177.4,,,,COI,46,630,0.926,0.003686049,0.00406,6.49E-05
Hoplostethus atlanticus ,Orange roughy,Varela et. al 2012 Marine Biology 159:1049-1060,New Zealand,Puysegur,-46.5,,,164.8,,,,COI,48,630,0.89,0.004330127,0.00408,5.77E-05
Hoplostethus atlanticus ,Orange roughy,Varela et. al 2012 Marine Biology 159:1049-1060,New Zealand,Challenger Plateau,-40.7,,,169.6,,,,COI,30,630,0.926,0.006207522,0.00494,9.31E-05
Hoplostethus atlanticus ,Orange roughy,Varela et. al 2012 Marine Biology 159:1049-1060,New Zealand,Lord Howe Rise,-32.2,,,163.79,,,,COI,40,630,0.94,0.003636619,0.0042,6.96E-05
Hoplostethus atlanticus ,Orange roughy,Varela et. al 2012 Marine Biology 159:1049-1060,New Zealand,Louisville Ridge,-31.3,,,-176.24,,,,COI,40,630,0.933,0.003478505,0.00399,6.01E-05
Hoplostethus atlanticus ,Orange roughy,Varela et. al 2012 Marine Biology 159:1049-1060,Australia,North Tasmania,-40.49,,,152.09,,,,COI,25,630,0.81,0.0112,0.00342,0.00007
Hoplostethus atlanticus ,Orange roughy,Varela et. al 2012 Marine Biology 159:1049-1060,Australia,Albany,-36.08,,,113.41,,,,COI,46,630,0.916,0.003538607,0.00411,5.16E-05
Hoplostethus atlanticus ,Orange roughy,Varela et. al 2012 Marine Biology 159:1049-1060,Namibia,Namibia,-17.03,,,-2.24,,,,COI,45,630,0.872,0.004770278,0.00413,5.66E-05
Hoplostethus atlanticus ,Orange roughy,Varela et. al 2012 Marine Biology 159:1049-1060,Chile,Juan Fernandez,-35.36,,,-82.22,,,,COI,52,630,0.839,0.004853627,0.00403,4.99E-05
Hoplostethus atlanticus ,Orange roughy,Varela et. al 2012 Marine Biology 159:1049-1060,Northeast Atlantic,Porcupine Bank,49.5,,,-17.3,,,,COI,51,630,0.831,0.005321064,0.00466,6.02E-05
Hoplostethus atlanticus ,Orange roughy,Varela et. al 2012 Marine Biology 159:1049-1060,Northeast Atlantic,Sedlo,42.8,,,-21.7,,,,COI,42,630,0.837,0.006017831,0.00445,7.56E-05
Lutjanus carponotatus,Spanish flag snapper,Veilleux et. al 2011 Fisheries Research 108:74-80,Australia,Cape Voltaire,-14.3,,,125.5,,,2002,HVR I,20,399,0.984,,0.048,0.025
Lutjanus carponotatus,Spanish flag snapper,Veilleux et. al 2011 Fisheries Research 108:74-80,Australia,Hall Point,-15.6,,,124.2,,,2002,HVR I,14,399,1,,0.053,0.028
Lutjanus carponotatus,Spanish flag snapper,Veilleux et. al 2011 Fisheries Research 108:74-80,Australia,Emeriau Point,-16.8,,,122.4,,,2002,HVR I,14,399,1,,0.021,0.011
Lutjanus carponotatus,Spanish flag snapper,Veilleux et. al 2011 Fisheries Research 108:74-80,Australia,Cape Bossut,-18.6,,,121.53,,,2002,HVR I,16,399,0.95,,0.013,0.007
Lutjanus carponotatus,Spanish flag snapper,Veilleux et. al 2011 Fisheries Research 108:74-80,Australia,Cape Keraudrin,-19.8,,,119.73,,,2002,HVR I,13,399,0.987,,0.01,0.007
Lutjanus carponotatus,Spanish flag snapper,Veilleux et. al 2011 Fisheries Research 108:74-80,Australia,Cape Preston,-20.69,,,116.5,,,2002,HVR I,21,399,0.991,,0.024,0.013
Lutjanus carponotatus,Spanish flag snapper,Veilleux et. al 2011 Fisheries Research 108:74-80,Australia,Locker Point,-21.7,,,114.5,,,2002,HVR I,19,399,0.983,,0.03,0.016
Reinhardtius hippoglossoides,Greenland halibut,Vis et al. 1997,Canada,Northeastern Newfoundland continental shelf (Northeast Slope),56.705,,,-51,5,,,cytochrome b,40,401,0.7304,,0.002799,
Reinhardtius hippoglossoides,Greenland halibut,Vis et al. 1997,Canada,Estuary of Gulf of St. Lawrence,48.98,,,-67,,,,cytochrome b,40,401,0.6975,,0.002516,
Reinhardtius hippoglossoides,Greenland halibut,Vis et al. 1997,Iceland,Western Iceland,65.267,,,-22,1,9,,cytochrome b,40,401,0.6734,,0.002391,
Reinhardtius hippoglossoides,Greenland halibut,Vis et al. 1997,Canada,Davis Strait,63.576126,,,-60.925187,,,,cytochrome b,40,401,0.7266,,0.002969,
Reinhardtius hippoglossoides,Greenland halibut,Vis et al. 1997,Greenland,Flemish Pass,60,,,-47,,,,cytochrome b,40,401,0.6342,,0.001986,
Reinhardtius hippoglossoides,Greenland halibut,Vis et al. 1997,Norway,Bear Island north of Norway,73.283,,,19,0,1,,cytochrome b,40,401,0.6759,,0.002558,
Reinhardtius hippoglossoides,Greenland halibut,Vis et al. 1997,Greenland,Northwestern Greenland at  Jakobshavn fjord,70,,,-52,,,,cytochrome b,40,401,0.7051,,0.0025,
Scarus ghobban,Blue-barred parrotfish,Visram et. al 2010 Marine Biology 157:1475-1487,Kenya,Kenya,-2.04,,,40.95,,,2009,control region,23,351,0.993,0.00187663,0.048,0.000417029
Scarus ghobban,Blue-barred parrotfish,Visram et. al 2010 Marine Biology 157:1475-1487,Seychelles,Seychelles,-4.7,,,55.64,,,2009,control region,34,351,0.978,0.003429972,0.048,0.000342997
Scarus ghobban,Blue-barred parrotfish,Visram et. al 2010 Marine Biology 157:1475-1487,Mauritius,Mauritius,-20.6,,,57.8,,,2009,control region,31,351,0.984,0.003412501,0.049,0.000538816
Scarus ghobban,Blue-barred parrotfish,Visram et. al 2010 Marine Biology 157:1475-1487,Tanzania,Kilwa,-9.22,,,39.65,,,2009,control region,11,351,0.982,0.013869522,0.047,0.002110579
Scarus ghobban,Blue-barred parrotfish,Visram et. al 2010 Marine Biology 157:1475-1487,Tanzania,Tanga,-5.16,,,39.16,,,2009,control region,7,351,1,0.0287253,0.056,0.00340168
Scarus ghobban,Blue-barred parrotfish,Visram et. al 2010 Marine Biology 157:1475-1487,Tanzania,Bagamoyo,-6.46,,,39.01,,,2009,control region,11,351,0.982,0.013869522,0.043,0.001206045
Merluccius capensis,Shallow-water Cape hake,von der Heyden Lipinski Matthee 2007,Namibia,Namibia,-27.5,,,14.809363,,,2005,control region,74,414,0.87,,0.0057,
Merluccius capensis,Shallow-water Cape hake,von der Heyden Lipinski Matthee 2007,South Africa,SA1,-30,,,16.523231,,,2005,control region,157,414,0.88,,0.006,
Merluccius capensis,Shallow-water Cape hake,von der Heyden Lipinski Matthee 2007,South Africa,SA2,-33.5,,,17.621864,,,2005,control region,81,414,0.85,,0.0053,
Merluccius paradoxus,Deep-water Cape hake ,von der Heyden Lipinski Matthee 2007,Namibia,Namibia,-28,,,15.018104,,,2005,control region,56,414,0.57,,0.0015,
Merluccius paradoxus,Deep-water Cape hake ,von der Heyden Lipinski Matthee 2007,South Africa ,SA1B,-30,,,16.31449,,,2005,control region,134,414,0.44,,0.0011,
Merluccius paradoxus,Deep-water Cape hake ,von der Heyden Lipinski Matthee 2007,South Africa,SA2B,-33.5,,,17.731727,,,2005,control region,143,414,0.52,,0.0013,
Triaenodon obesus,Whitetip reef shark,Whitney et. al 2012 Journal of Biogeography 39:1144-1156,Australia,Cocos Keeling,-12.1,,,96.9,,,,control region,22,1025,0.61,,0.003,
Triaenodon obesus,Whitetip reef shark,Whitney et. al 2012 Journal of Biogeography 39:1144-1156,Singapore,Singapore,1.35,,,104.5,,,,control region,5,1025,0.6,,0.001,
Triaenodon obesus,Whitetip reef shark,Whitney et. al 2012 Journal of Biogeography 39:1144-1156,USA,Guam,13.4,,,144.9,,,,control region,5,1025,0.4,,0.002,
Triaenodon obesus,Whitetip reef shark,Whitney et. al 2012 Journal of Biogeography 39:1144-1156,Indonesia,Bali,-8.9,,,114.2,,,,control region,4,1025,1,,0.004,
